<hgeokg/resource/330741647>	<Polygon_landuse-Adjacent-Polygon_buildings>	<hgeokg/resource/3606241>
<hgeokg/resource/754763772>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Line>
<hgeokg/resource/5653513693>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/754763812>
<hgeokg/resource/221922480>	<Line_roads-Intersect-Point_pois>	<hgeokg/resource/46526948>
<hgeokg/resource/526225040>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/526225045>
<hgeokg/resource/5978792515>	<http://www.w3.org/2000/01/rdf-schema#label>	Jubilee Market Place
<hgeokg/resource/3606241>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/5673349>
<hgeokg/resource/730279286>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/269235421>
<hgeokg/resource/385108993>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/68674958>
<hgeokg/resource/269233311>	<hgeokg/schema/addrPostcode>	addrPostcode-10023
<hgeokg/resource/37182159>	<hgeokg/schema/lit>	lit-yes
<hgeokg/resource/629934119>	<Line_roads-Adjacent-Point_pofw>	<hgeokg/resource/269233879>
<hgeokg/resource/5978792123>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/5673349>
<hgeokg/resource/629934119>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/526250712>
<hgeokg/resource/526225049>	<hgeokg/schema/covered>	covered-no
<hgeokg/resource/730279286>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/160140199>
<hgeokg/resource/269233877>	<hgeokg/schema/email>	email-office@westendsynagogue.org
<hgeokg/resource/754763811>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/494786070>
<hgeokg/resource/4224351640>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/627805516>
<hgeokg/resource/5670627>	<hgeokg/schema/tigerNameDirectionPrefix>	tigerNameDirectionPrefix-W
<hgeokg/resource/526225040>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/5348407551>
<hgeokg/resource/269235421>	<hgeokg/schema/ele>	ele-20
<hgeokg/resource/526225030>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/269233875>
<hgeokg/resource/68668561>	<hgeokg/schema/lanes>	lanes-3
<hgeokg/resource/754763780>	<Line_roads-Adjacent-Polygon_landuse>	<hgeokg/resource/330741647>
<hgeokg/resource/526225030>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/330741661>
<hgeokg/resource/627805517>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/526250710>
<hgeokg/resource/5348407967>	<hgeokg/schema/bus>	bus-yes
<hgeokg/resource/68668561>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/269233311>
<hgeokg/resource/330741647>	<Polygon_landuse-Contain-Line_roads>	<hgeokg/resource/526221649>
<hgeokg/resource/160140199>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/627805512>
<hgeokg/resource/808055023>	<hgeokg/schema/hgv>	hgv-local
<hgeokg/resource/1673710053>	<hgeokg/schema/dispensing>	dispensing-yes
<hgeokg/resource/46524959>	<hgeokg/schema/tigerReviewed>	tigerReviewed-no
<hgeokg/resource/730279286>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/1673710053>
<hgeokg/resource/46524965>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/1504407883>
<hgeokg/resource/46526948>	<Line_roads-Adjacent-Polygon_landuse>	<hgeokg/resource/330741647>
<hgeokg/resource/526250710>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/5348407967>
<hgeokg/resource/754763774>	<http://www.w3.org/2000/01/rdf-schema#label>	West 69th Street
<hgeokg/resource/330741647>	<Point_pois-Adjacent-Polygon_landuse>	<hgeokg/resource/4224351640>
<hgeokg/resource/526250710>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/5348407551>
<hgeokg/resource/269233875>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Bank>
<hgeokg/resource/754763772>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/526250712>
<hgeokg/resource/46526948>	<Line_roads-Intersect-Point_pois>	<hgeokg/resource/221922480>
<hgeokg/resource/5348407967>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/68674958>
<hgeokg/resource/754763812>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/526250711>
<hgeokg/resource/526225049>	<Line_roads-Intersect-Polygon_landuse>	<hgeokg/resource/330741647>
<hgeokg/resource/629934119>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/2745038464>
<hgeokg/resource/629934119>	<http://www.w3.org/2000/01/rdf-schema#label>	West 69th Street
<hgeokg/resource/2745038464>	<hgeokg/schema/phone>	phone-(212) 873-7411
<hgeokg/resource/627805512>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Secondary>
<hgeokg/resource/627805518>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/5348407551>
<hgeokg/resource/5653513693>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2745038478>
<hgeokg/resource/1504407883>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/754763772>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/5653513693>
<hgeokg/resource/754763812>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/357616290>
<hgeokg/resource/627805515>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/627805518>
<hgeokg/resource/526221649>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/385108982>
<hgeokg/resource/526225030>	<Line_roads-Adjacent-Polygon_landuse>	<hgeokg/resource/330741647>
<hgeokg/resource/330741647>	<Line_roads-Adjacent-Polygon_landuse>	<hgeokg/resource/5670734>
<hgeokg/resource/5348407967>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/PublicTransportPlatform>
<hgeokg/resource/46526948>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/269239618>
<hgeokg/resource/160140199>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/754763811>
<hgeokg/resource/627805516>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/5348407551>
<hgeokg/resource/160140199>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/5348407967>
<hgeokg/resource/5673349>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/269233525>
<hgeokg/resource/5348407551>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/PublicTransportPlatform>
<hgeokg/resource/330741661>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Footway>
<hgeokg/resource/269233877>	<hgeokg/schema/nycdoittBin>	nycdoittBin-1030349
<hgeokg/resource/526225049>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/627805518>
<hgeokg/resource/526250712>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/2745038478>
<hgeokg/resource/269235421>	<hgeokg/schema/nycdoittBin>	nycdoittBin-1030351
<hgeokg/resource/754763811>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/754763812>
<hgeokg/resource/160140199>	<http://www.w3.org/2000/01/rdf-schema#label>	West 69th Street
<hgeokg/resource/330741647>	<Point_pois-Adjacent-Polygon_landuse>	<hgeokg/resource/5653513693>
<hgeokg/resource/4224351640>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Alcohol>
<hgeokg/resource/4224351640>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/5348407967>
<hgeokg/resource/269233879>	<hgeokg/schema/addrState>	addrState-NY
<hgeokg/resource/2745038464>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2745038478>
<hgeokg/resource/754763774>	<Line_roads-Adjacent-Point_pofw>	<hgeokg/resource/269233879>
<hgeokg/resource/5348407551>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/BusStop>
<hgeokg/resource/5653513693>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Vacant>
<hgeokg/resource/269233877>	<hgeokg/schema/addrState>	addrState-NY
<hgeokg/resource/221922480>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/46524965>
<hgeokg/resource/526221649>	<Line_roads-Within-Polygon_landuse>	<hgeokg/resource/330741647>
<hgeokg/resource/627805512>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/526250711>
<hgeokg/resource/269233311>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/269233875>
<hgeokg/resource/5348407967>	<hgeokg/schema/bench>	bench-yes
<hgeokg/resource/269235421>	<Line_roads-Adjacent-Point_pois>	<hgeokg/resource/494786070>
<hgeokg/resource/3606241>	<hgeokg/schema/height>	height-86.0
<hgeokg/resource/627805517>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/526225040>
<hgeokg/resource/627805518>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Line>
<hgeokg/resource/269233880>	<http://www.w3.org/2000/01/rdf-schema#label>	170 Amsterdam Apartments
<hgeokg/resource/330741647>	<hgeokg/schema/wikipedia>	wikipedia-en:Lincoln Towers
<hgeokg/resource/46526948>	<http://www.w3.org/2000/01/rdf-schema#label>	West 69th Street
<hgeokg/resource/754763780>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/68668561>
<hgeokg/resource/195743193>	<http://www.w3.org/2000/01/rdf-schema#label>	Riverside Boulevard
<hgeokg/resource/269233880>	<Point_pofw-Adjacent-Polygon_buildings>	<hgeokg/resource/269233879>
<hgeokg/resource/526225049>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/627805515>
<hgeokg/resource/526225030>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/269233311>
<hgeokg/resource/330741647>	<Line_roads-Intersect-Polygon_landuse>	<hgeokg/resource/730279286>
<hgeokg/resource/754763780>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/526225030>
<hgeokg/resource/269233525>	<hgeokg/schema/addrState>	addrState-NY
<hgeokg/resource/385108982>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/269233311>
<hgeokg/resource/730279286>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Line>
<hgeokg/resource/195743193>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/3606241>
<hgeokg/resource/68674958>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/5348407967>
<hgeokg/resource/330741647>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Polygon>
<hgeokg/resource/5978792515>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/269239618>
<hgeokg/resource/754763772>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/269233877>
<hgeokg/resource/526250710>	<Line_roads-Intersect-Polygon_landuse>	<hgeokg/resource/330741647>
<hgeokg/resource/526225049>	<http://www.w3.org/2000/01/rdf-schema#label>	West 69th Street
<hgeokg/resource/627805512>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/269235421>
<hgeokg/resource/269239618>	<hgeokg/schema/wheelchair>	wheelchair-yes
<hgeokg/resource/330741647>	<Line_roads-Adjacent-Polygon_landuse>	<hgeokg/resource/754763774>
<hgeokg/resource/526225049>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/730279286>
<hgeokg/resource/5348407551>	<hgeokg/schema/routeRef>	routeRef-M57
<hgeokg/resource/627805515>	<hgeokg/schema/lanes>	lanes-4
<hgeokg/resource/3606241>	<hgeokg/schema/startDate>	startDate-2003
<hgeokg/resource/269239618>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/46526948>
<hgeokg/resource/4224351640>	<http://www.w3.org/2000/01/rdf-schema#label>	Bin 70
<hgeokg/resource/269233880>	<hgeokg/schema/buildingMaterial>	buildingMaterial-concrete
<hgeokg/resource/526250710>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Footway>
<hgeokg/resource/526225033>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/526221649>
<hgeokg/resource/385108982>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/526225030>
<hgeokg/resource/3606241>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/1504407883>
<hgeokg/resource/754763812>	<Line_roads-Adjacent-Point_pofw>	<hgeokg/resource/269233879>
<hgeokg/resource/3606241>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/5978792123>
<hgeokg/resource/5978792123>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/269233525>
<hgeokg/resource/269233875>	<hgeokg/schema/driveThrough>	driveThrough-no
<hgeokg/resource/3606241>	<http://www.w3.org/2000/01/rdf-schema#label>	140 Riverside Boulevard
<hgeokg/resource/627805518>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/730279286>
<hgeokg/resource/627805516>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/385108993>
<hgeokg/resource/526250711>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/160140199>
<hgeokg/resource/627805512>	<hgeokg/schema/hgv>	hgv-no
<hgeokg/resource/269233879>	<Point_pofw-Adjacent-Line_roads>	<hgeokg/resource/808055023>
<hgeokg/resource/627805517>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/627805518>
<hgeokg/resource/526225049>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/526250711>
<hgeokg/resource/269233880>	<hgeokg/schema/wheelchair>	wheelchair-yes
<hgeokg/resource/526250711>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/269235421>
<hgeokg/resource/221922480>	<Line_roads-Intersect-Point_pois>	<hgeokg/resource/5670627>
<hgeokg/resource/754763774>	<Line_roads-Adjacent-Polygon_landuse>	<hgeokg/resource/330741647>
<hgeokg/resource/526221649>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/526221648>
<hgeokg/resource/269235421>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/754763811>
<hgeokg/resource/1673710053>	<hgeokg/schema/brand>	brand-CVS Pharmacy
<hgeokg/resource/754763811>	<Line_roads-Intersect-Polygon_landuse>	<hgeokg/resource/330741647>
<hgeokg/resource/160140199>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/627805515>
<hgeokg/resource/627805518>	<http://www.w3.org/2000/01/rdf-schema#label>	West End Avenue
<hgeokg/resource/37182159>	<hgeokg/schema/horse>	horse-no
<hgeokg/resource/4224351640>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/627805512>
<hgeokg/resource/46524965>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Footway>
<hgeokg/resource/5978792515>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/5670627>
<hgeokg/resource/526225033>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/526225045>
<hgeokg/resource/221922480>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/5978792515>
<hgeokg/resource/269233877>	<hgeokg/schema/denomination>	denomination-reconstructionist
<hgeokg/resource/385108993>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/526221648>
<hgeokg/resource/46524965>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/195743193>
<hgeokg/resource/526225045>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/FootwayCrossing>
<hgeokg/resource/269233880>	<hgeokg/schema/nycdoittBin>	nycdoittBin-1030346
<hgeokg/resource/629934119>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/2745038478>
<hgeokg/resource/2745038478>	<http://www.w3.org/2000/01/rdf-schema#label>	Ehrlich Wines & Spirits
<hgeokg/resource/195743193>	<hgeokg/schema/oneway>	oneway-no
<hgeokg/resource/5348407551>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/627805512>
<hgeokg/resource/269233877>	<Polygon_buildings-Adjacent-Polygon_buildings>	<hgeokg/resource/269233880>
<hgeokg/resource/526250711>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/526250710>
<hgeokg/resource/2745038478>	<hgeokg/schema/addrPostcode>	addrPostcode-10023
<hgeokg/resource/221922480>	<Line_roads-Intersect-Point_pois>	<hgeokg/resource/5673349>
<hgeokg/resource/730279286>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/68674958>
<hgeokg/resource/269233877>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/2745038464>
<hgeokg/resource/269233525>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/627805517>
<hgeokg/resource/357616290>	<Point_pois-Adjacent-Polygon_landuse>	<hgeokg/resource/330741647>
<hgeokg/resource/5348407551>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/1673710053>
<hgeokg/resource/269233880>	<hgeokg/schema/addrState>	addrState-NY
<hgeokg/resource/1673710053>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/730279286>
<hgeokg/resource/330741647>	<Point_pois-Adjacent-Polygon_landuse>	<hgeokg/resource/1673710053>
<hgeokg/resource/195743193>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Line>
<hgeokg/resource/269239618>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/46524959>
<hgeokg/resource/1673710053>	<hgeokg/schema/website>	website-https://www.cvs.com/
<hgeokg/resource/5348407967>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/BusStop>
<hgeokg/resource/526250712>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/5653513693>
<hgeokg/resource/385108993>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/269233525>
<hgeokg/resource/808055023>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/2745038478>
<hgeokg/resource/808055023>	<hgeokg/schema/oneway>	oneway-yes
<hgeokg/resource/526225049>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/1673710053>
<hgeokg/resource/526250712>	<Line_roads-Adjacent-Polygon_landuse>	<hgeokg/resource/330741647>
<hgeokg/resource/195743193>	<hgeokg/schema/maxspeed>	maxspeed-25 mph
<hgeokg/resource/221922480>	<http://www.w3.org/2000/01/rdf-schema#label>	Riverside Park South
<hgeokg/resource/37182159>	<hgeokg/schema/access>	access-yes
<hgeokg/resource/3606241>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/5670734>
<hgeokg/resource/526221648>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/526225045>
<hgeokg/resource/330741647>	<Line_roads-Intersect-Polygon_landuse>	<hgeokg/resource/526225045>
<hgeokg/resource/2745038478>	<hgeokg/schema/website>	website-https://elrichwinesnyc.com
<hgeokg/resource/269233880>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/754763812>
<hgeokg/resource/5653513693>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/269233877>	<http://www.w3.org/2000/01/rdf-schema#label>	West End Synagogue
<hgeokg/resource/269235421>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/754763812>
<hgeokg/resource/330741661>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/68668561>
<hgeokg/resource/68674958>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/526225033>
<hgeokg/resource/526225030>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/808055023>
<hgeokg/resource/269233879>	<Line_roads-Adjacent-Point_pofw>	<hgeokg/resource/754763772>
<hgeokg/resource/46526948>	<hgeokg/schema/tigerNameDirectionPrefix>	tigerNameDirectionPrefix-W
<hgeokg/resource/160140199>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/627805516>
<hgeokg/resource/754763812>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/629934119>
<hgeokg/resource/3606241>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Apartments>
<hgeokg/resource/627805517>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/4224351640>
<hgeokg/resource/526225049>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/526250710>
<hgeokg/resource/754763774>	<hgeokg/schema/crossing>	crossing-marked
<hgeokg/resource/269233525>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/46524965>
<hgeokg/resource/269233875>	<hgeokg/schema/height>	height-9.3
<hgeokg/resource/46524959>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/269239618>
<hgeokg/resource/627805518>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Secondary>
<hgeokg/resource/46526948>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/46524959>
<hgeokg/resource/5348407551>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/160140199>
<hgeokg/resource/526250711>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Line>
<hgeokg/resource/5978792123>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Alcohol>
