<hgeokg/resource/1793478711>	<hgeokg/schema/nameRu>	nameRu-79-я стрит
<hgeokg/resource/269318197>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/7194308185>
<hgeokg/resource/269313799>	<http://www.w3.org/2000/01/rdf-schema#label>	Coppola's
<hgeokg/resource/2592130032>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/68668533>
<hgeokg/resource/269313889>	<Point_pois-Intersect-Point_pois>	<hgeokg/resource/269313810>
<hgeokg/resource/2125873489>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/269313799>
<hgeokg/resource/4587883597>	<hgeokg/schema/email>	email-info@westsiderbooks.com
<hgeokg/resource/3248774667>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/7192228723>	<hgeokg/schema/openingHours>	openingHours-Su-Th 11:00-22:00; Fr-Sa 11:00-23:00
<hgeokg/resource/2414094432>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/270899541>
<hgeokg/resource/2745602443>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/269313889>
<hgeokg/resource/499321091>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/3270499050>
<hgeokg/resource/1793478711>	<hgeokg/schema/wikipedia>	wikipedia-en:79th Street station (IRT Broadway–Seventh Avenue Line)
<hgeokg/resource/3248774666>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/269313864>
<hgeokg/resource/813741995>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/6321979151>
<hgeokg/resource/209462186>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/169381959>
<hgeokg/resource/269313810>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/46613701>
<hgeokg/resource/485755183>	<hgeokg/schema/oneway>	oneway-no
<hgeokg/resource/269318166>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/169381959>
<hgeokg/resource/209462186>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Line>
<hgeokg/resource/813741998>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/7417993474>
<hgeokg/resource/46546758>	<hgeokg/schema/ref>	ref-HH;NY 9A
<hgeokg/resource/5668968>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/4587883597>
<hgeokg/resource/2113159212>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/270899541>
<hgeokg/resource/46546728>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Line>
<hgeokg/resource/7194308185>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/7192228723>
<hgeokg/resource/269313810>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/44164413>
<hgeokg/resource/7418074132>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2758620398>
<hgeokg/resource/209462187>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Line>
<hgeokg/resource/269313810>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/269313864>
<hgeokg/resource/1993216332>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/4587883597>
<hgeokg/resource/7418074132>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/269318197>
<hgeokg/resource/7418114253>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/7194308188>
<hgeokg/resource/2113159212>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4775571736>
<hgeokg/resource/2592130010>	<http://www.w3.org/2000/01/rdf-schema#label>	Wine 4 Ever
<hgeokg/resource/7192228727>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/270899541>
<hgeokg/resource/5668968>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/270900100>
<hgeokg/resource/2592129931>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/6321979151>
<hgeokg/resource/5669710>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/2125873489>
<hgeokg/resource/269313812>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/269313799>
<hgeokg/resource/2125873489>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/5669710>
<hgeokg/resource/269313812>	<hgeokg/schema/addrHousenumber>	addrHousenumber-201
<hgeokg/resource/269313812>	<hgeokg/schema/height>	height-46.1
<hgeokg/resource/46334585>	<hgeokg/schema/tigerReviewed>	tigerReviewed-no
<hgeokg/resource/269318166>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/1993216332>
<hgeokg/resource/7417993474>	<hgeokg/schema/description>	description-Dry cleaners and landromat
<hgeokg/resource/269313864>	<hgeokg/schema/addrPostcode>	addrPostcode-10024
<hgeokg/resource/357642383>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/5668968>
<hgeokg/resource/2113159209>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/7418121964>
<hgeokg/resource/3197136733>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/44164413>
<hgeokg/resource/269313805>	<hgeokg/schema/ele>	ele-22
<hgeokg/resource/3606980>	<hgeokg/schema/ele>	ele-23
<hgeokg/resource/46546758>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Motorway>
<hgeokg/resource/224160406>	<http://www.w3.org/2000/01/rdf-schema#label>	Hudson River Greenway
<hgeokg/resource/269318057>	<Point_pofw-Adjacent-Line_roads>	<hgeokg/resource/209462187>
<hgeokg/resource/1994680562>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/5668968>
<hgeokg/resource/2758620389>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/269318154>
<hgeokg/resource/4775571736>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/7192228727>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2758620398>
<hgeokg/resource/269313889>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/269313812>
<hgeokg/resource/2592129931>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/813741995>
<hgeokg/resource/46334585>	<hgeokg/schema/altName>	altName-West 82 Street
<hgeokg/resource/269318166>	<hgeokg/schema/phone>	phone-(212) 787-2000
<hgeokg/resource/44164413>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/6321979151>
<hgeokg/resource/1793478711>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/2148391075>
<hgeokg/resource/1994680562>	<http://www.w3.org/2000/01/rdf-schema#label>	Starbucks
<hgeokg/resource/7418074132>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2113159209>
<hgeokg/resource/2758620389>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/813741998>
<hgeokg/resource/269313805>	<Point_pois-Adjacent-Point_pofw>	<hgeokg/resource/269313810>
<hgeokg/resource/813741998>	<hgeokg/schema/layer>	layer--1
<hgeokg/resource/269313861>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/44164413>
<hgeokg/resource/1993216332>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/269313803>
<hgeokg/resource/269313810>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4587883597>
<hgeokg/resource/7192228729>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2113159209>
<hgeokg/resource/813741995>	<http://www.w3.org/2000/01/rdf-schema#label>	IRT Broadway–Seventh Avenue Line
<hgeokg/resource/7417993474>	<hgeokg/schema/openingHours>	openingHours-Mo-Fr 07:00-19:00; Sa 07:30-18:00; Su 08:00-18:00
<hgeokg/resource/2592129931>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2592130010>
<hgeokg/resource/7192228729>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/2148391075>	<hgeokg/schema/openingHours>	openingHours-Mo-Fr 09:30-21:00; Sa 10:00-20:00; Su 11:00-19:00
<hgeokg/resource/4587883597>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/44164413>
<hgeokg/resource/7417993474>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2758620825>
<hgeokg/resource/576289504>	<Line_roads-Adjacent-Point_pois>	<hgeokg/resource/485755183>
<hgeokg/resource/5669710>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/169381959>
<hgeokg/resource/46546758>	<hgeokg/schema/oneway>	oneway-yes
<hgeokg/resource/1994680562>	<hgeokg/schema/takeaway>	takeaway-yes
<hgeokg/resource/7192228723>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/270899541>
<hgeokg/resource/269318154>	<Point_pofw-Adjacent-Polygon_buildings>	<hgeokg/resource/269313805>
<hgeokg/resource/209462186>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/5668968>
<hgeokg/resource/3270499051>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/270898203>
<hgeokg/resource/5668968>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/1993216332>
<hgeokg/resource/813741995>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/7417993474>
<hgeokg/resource/5668968>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/269318197>
<hgeokg/resource/144944207>	<hgeokg/schema/onewayBicycle>	onewayBicycle-no
<hgeokg/resource/269318154>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/2758620389>
<hgeokg/resource/269313810>	<hgeokg/schema/nycdoittBin>	nycdoittBin-1032644
<hgeokg/resource/3270499051>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/BusStop>
<hgeokg/resource/2113159209>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/270899541>
<hgeokg/resource/4775571736>	<hgeokg/schema/brandWikidata>	brandWikidata-Q2843884
<hgeokg/resource/813741995>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/3606980>
<hgeokg/resource/357642383>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/270900100>
<hgeokg/resource/269313810>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/813741998>
<hgeokg/resource/270898172>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/269318197>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/209462187>
<hgeokg/resource/269313889>	<Line_railway-Adjacent-Point_pois>	<hgeokg/resource/813741998>
<hgeokg/resource/269313803>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2592130010>
<hgeokg/resource/269313810>	<Point_pois-Intersect-Point_pois>	<hgeokg/resource/269313889>
<hgeokg/resource/5669710>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/2592130032>
<hgeokg/resource/7418121964>	<http://www.w3.org/2000/01/rdf-schema#label>	The Dead Poet
<hgeokg/resource/270899541>	<hgeokg/schema/wheelchair>	wheelchair-yes
<hgeokg/resource/224160385>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/499321091>
<hgeokg/resource/3270499050>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/BusStop>
<hgeokg/resource/813741998>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/1994680551>
